INSEE_COM,NOM,POP,Population_3_20,C20_FAM,C20_FAMMONO,QL3_20,QLFMONO,RDISP_MED,tx_BAC,tx_O,tx_Chom,FDep,APL
75120,Paris 20e Arrondissement,192120,34501.8608831934,45625.9473893605,10814.6048915272,0.783470551843193,1.21795626946964,22880,0.673210217111925,0.059616922239316,0.108925178614908,-0.129348618170574,4.333
77001,Achères-la-Forêt,1151,235,370,40,0.890728348092035,0.555509129434627,29170,0.649484536082474,0.04639175257732,0.054521276595745,1.61934645613682,1.934
77002,Amillis,819,167.629221019425,232.411041810166,30.0880161381987,0.892932357048324,0.665226787723928,24800,0.426699285825088,0.088462173483377,0.064317733583281,-0.611019526892511,2.964
77003,Amponville,342,64.1528565828067,112.194263081379,0,0.818356674539832,0,27690,0.55933223155899,0.138385024929643,0.086828484272787,-0.474107742126225,1.678
77004,Andrezel,299,57.7364942862446,88.5864620035259,9.5585217900588,0.842426379270246,0.554442241886934,27420,0.513692519631523,0.099642600606284,0.065545425763566,0.016600629458979,1.433
77005,Annet-sur-Marne,3305,873.834598369985,940.19984360477,166.44070191086,1.15348116626239,0.909645755592869,27940,0.599846271252742,0.084787069613305,0.048320778703216,0.93966001583311,2.327
77006,Arbonne-la-Forêt,978,213.627658032796,299.960737691815,42.9646815808395,0.95295273375633,0.736003903933755,30530,0.495901254675589,0.07859637608444,0.067531684065603,0.510780455328972,1.551
77007,Argentières,355,86.426221378411,120.667282083529,15.3360846864161,1.06211100384373,0.653067243086673,27730,0.500352650849344,0.128983458514673,0.030317145084449,0.291560026846835,1.646
77008,Armentières-en-Brie,1213,399.19743659341,308.34201342628,29.5274580622712,1.43575282216273,0.492069323112954,20340,0.459203243268878,0.092970182332105,0.121534608649859,-2.0402283603393,1.559
77009,Arville,129,26.7214285714285,41.4642857142857,4.60714285714286,0.903696703068813,0.570939938585589,23030,0.504761904761905,0.173913043478261,0.045977011494253,-1.00974399172676,1.658
77010,Aubepierre-Ozouer-le-Repos,941,234.272456401312,280.124107584064,30.2973369554056,1.08613633719659,0.555759511911755,26350,0.465370282012109,0.143027044751893,0.049569834110119,-0.521353916166845,2.136
77011,Aufferville,491,113,155,10,1.00403692973865,0.331513512727116,24970,0.481283422459893,0.08433734939759,0.058103975535168,-0.178953408527437,2.959
77012,Augers-en-Brie,292,70.5963698540556,89.01044271549,0,1.0547566055743,0,25310,0.471510445593988,0.062515802928572,0.066546277522733,-0.105772829725073,0.82
